Sub Prod Cd;Acct Nbr;Tran Cd;Trans Desc;Tran Detail Desc;Db Cr Cd;Category;Post Dt;Tran Amt;MCC;Merchant Type;SIC Code Group Type;Presentation;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL Wal-Mart Super 5BELLEVUE     NE       ;D;Retail;5/19/2014;16.76;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL Wal-Mart Super 7OMAHA        NE       ;D;Retail;7/21/2014;32.21;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WALGREENS 11747 S 16PAPILLION    NE       ;D;Pharmacy;6/30/2014;8.4;8099;Medical Services; Health Practitioners-not Elsewhe;Medical Services; Health Practitioners-not Elsewhe;Medical Services; Health Practitioners-not Elsewhe;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WALGREENS 11747 S 16PAPILLION    NE       ;D;Pharmacy;6/6/2014;10.66;8099;Medical Services; Health Practitioners-not Elsewhe;Medical Services; Health Practitioners-not Elsewhe;Medical Services; Health Practitioners-not Elsewhe;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WALGREENS 11747 S 16PAPILLION    NE       ;D;Pharmacy;6/9/2014;10.99;8099;Medical Services; Health Practitioners-not Elsewhe;Medical Services; Health Practitioners-not Elsewhe;Medical Services; Health Practitioners-not Elsewhe;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WALGREENS 11747 S 16PAPILLION    NE       ;D;Pharmacy;5/19/2014;13.88;8099;Medical Services; Health Practitioners-not Elsewhe;Medical Services; Health Practitioners-not Elsewhe;Medical Services; Health Practitioners-not Elsewhe;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL-MART #24440044      BELLEVUE     NE       ;D;Retail;8/1/2014;2.81;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL-MART #5761      OMAHA        NE       ;D;Retail;8/4/2014;15.84;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL-MART #5761      OMAHA        NE       ;D;Retail;6/9/2014;16.67;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL-MART #5761      OMAHA        NE       ;D;Retail;7/28/2014;28.85;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL-MART #7100447      LA VISTA     NE       ;D;Retail;6/2/2014;15.66;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL-MART #7100447      LA VISTA     NE       ;D;Retail;9/2/2014;17.02;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL-MART #7154      BELLEVUE     NE       ;D;Retail;7/21/2014;9.85;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL-MART #7154      BELLEVUE     NE       ;D;Retail;7/7/2014;12.12;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL-MART #7154      BELLEVUE     NE       ;D;Retail;7/25/2014;23.8;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL-MART STORES     BELLEVUE     NE       ;D;Retail;7/14/2014;21.33;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL-MART STORES     LA VISTA     NE       ;D;Retail;6/30/2014;36.4;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL-MART STORES     PAPILLION    NE       ;D;Retail;7/1/2014;5.31;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WALMART/SAMCLUB     BELLEVUE     NE       ;D;Grocery;8/5/2014;12.7;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WM SUPERCENTER #    BELLEVUE     NE       ;D;Grocery;8/25/2014;3.41;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1085;LOCAL ATM WITHDRAWAL                   ;2776 100444410 WELCH PLAZA   OMAHA        NE       ;D;ATM / CASH;5/27/2014;20;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1085;LOCAL ATM WITHDRAWAL                   ;2776 100444410 WELCH PLAZA   OMAHA        NE       ;D;ATM / CASH;5/5/2014;40;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1085;LOCAL ATM WITHDRAWAL                   ;2776 100444410 WELCH PLAZA   OMAHA        NE       ;D;ATM / CASH;5/12/2014;40;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1085;LOCAL ATM WITHDRAWAL                   ;2776 100444410 WELCH PLAZA   OMAHA        NE       ;D;ATM / CASH;5/19/2014;40;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1085;LOCAL ATM WITHDRAWAL                   ;2776 100444410 WELCH PLAZA   OMAHA        NE       ;D;ATM / CASH;5/27/2014;40;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1085;LOCAL ATM WITHDRAWAL                   ;2776 100444410 WELCH PLAZA   OMAHA        NE       ;D;ATM / CASH;6/2/2014;40;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 APPLEBEE'S #144      OMAHA        NE       ;D;Restaurants/Bars;5/13/2014;59.52;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 ARC CAR WASH        BRISTOL      GB       ;D;Auto/Travel;6/9/2014;16.85;5542;Automated Fuel Dispensers;Automated Fuel Dispensers;Automated Fuel Dispensers;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 BOSTON MARKET 0424  OMAHA        NE       ;D;Restaurants/Bars;6/2/2014;7.67;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1029;VISA CREDIT                            ;2776 CABELAS RETAIL LAVISLAVISTA      NE       ;C;Returned Purchase;5/29/2014;14.95;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 CABELAS RETAIL LAVISLAVISTA      NE       ;D;Sporting Goods/Retail;5/27/2014;22.4;5941;Sporting Goods Stores;Sporting Goods Stores;Sporting Goods Stores;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 CHEDDAR'S #620      OMAHA        NE       ;D;Restaurants/Bars;5/6/2014;23;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 CHICK-FIL-A #02100444  PAPILLION    NE       ;D;Restaurants;5/12/2014;3.68;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;2776 COSTCO WHSE #1012   OMAHA        NE       ;D;Grocery;5/30/2014;26.08;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 CULVER'S OF COUNCI  COUNCIL BLUF IA       ;D;Restaurants;5/12/2014;5.99;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 CULVER'S OF OMAHA   OMAHA        NE       ;D;Restaurants;5/15/2014;9.96;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 CULVER'S OF OMAHA   OMAHA        NE       ;D;Restaurants;6/2/2014;20.81;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 DOC AND EDDIES BBQ  OMAHA        NE       ;D;Restaurants/Bars;5/27/2014;20.02;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 DON & MILLIES       OMAHA        NE       ;D;Restaurants/Bars;5/19/2014;7.63;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 DON & MILLIES       OMAHA        NE       ;D;Restaurants/Bars;5/12/2014;12.42;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 GREEK ISLANDS RESTAUOMAHA        NE       ;D;Restaurants/Bars;5/19/2014;25;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 HY VEE 1400442         OMAHA        NE       ;D;Grocery;5/19/2014;116.35;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 HY VEE 1461         OMAHA        NE       ;D;Grocery;5/12/2014;11.71;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 JCPENNEY 0004471       OMAHA        NE       ;D;Clothing/Retail;5/12/2014;26.74;5691;Menﾒs and Womenﾒs Clothing Stores;Menﾒs and Womenﾒs Clothing Stores;Menﾒs and Womenﾒs Clothing Stores;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 JIMMY JOHN'S # 4417  OMAHA        NE       ;D;Restaurants;5/5/2014;18.96;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 KFC G175021   240044502OMAHA        NE       ;D;Restaurants;5/5/2014;6.46;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 KICKS 66 2          OMAHA        NE       ;D;Auto/Gas;5/15/2014;3.26;5542;Automated Fuel Dispensers;Automated Fuel Dispensers;Automated Fuel Dispensers;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 KICKS 66 2          OMAHA        NE       ;D;Auto/Gas;5/23/2014;3.35;5542;Automated Fuel Dispensers;Automated Fuel Dispensers;Automated Fuel Dispensers;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 LOWES #011444*       OMAHA        NE       ;D;Home Supply/Housing;5/27/2014;6.16;5200;Home Supply Warehouse Stores;Home Supply Warehouse Stores;Home Supply Warehouse Stores;;;;;;;;;
Checking ;2;1029;VISA CREDIT                            ;2776 LOWES #011444*       OMAHA        NE       ;C;Returned Purchase;5/27/2014;6.17;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1029;VISA CREDIT                            ;2776 LOWES #011444*       OMAHA        NE       ;C;Returned Purchase;6/2/2014;6.17;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 LOWES #011444*       OMAHA        NE       ;D;Home Supply/Housing;5/12/2014;12.33;5200;Home Supply Warehouse Stores;Home Supply Warehouse Stores;Home Supply Warehouse Stores;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 LOWES #011444*       OMAHA        NE       ;D;Home Supply/Housing;6/2/2014;40.57;5200;Home Supply Warehouse Stores;Home Supply Warehouse Stores;Home Supply Warehouse Stores;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 LOWES #02611*       PAPILLION    NE       ;D;Home Supply/Housing;5/27/2014;12.33;5200;Home Supply Warehouse Stores;Home Supply Warehouse Stores;Home Supply Warehouse Stores;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 MCDONALD'S F100440044446   OMAHA        NE       ;D;Restaurants;5/19/2014;12.22;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 MICHAELWOOD NORTH CODURSLEY      GB       ;D;Vacation;6/9/2014;40.43;7011;Lodging ﾖ Hotels; Motels; Resorts; Central Reservation Services (not elsewhere classified);Lodging ﾖ Hotels; Motels; Resorts; Central Reservation Services (not elsewhere classified);Lodging ﾖ Hotels; Motels; Resorts; Central Reservation Services (not elsewhere classified)
Checking ;2;1071;VISA DEBIT                             ;2776 NI-NE DMV           4400-004440044-44100440044 NE       ;D;Tax;5/5/2014;28.5;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 OC-EAGLE RUN        OMAHA        NE       ;D;Recreation;5/27/2014;28;7992;Golf Courses-public;Golf Courses-public;Golf Courses-public;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 OC-OAKVIEW          OMAHA        NE       ;D;Recreation;6/2/2014;42;7833;MOTION PICTURE THEATER (QUICK PAYMENT SERVICE);MOTION PICTURE THEATER (QUICK PAYMENT SERVICE);MOTION PICTURE THEATER (QUICK PAYMENT SERVICE);;;;;;;;;
Checking ;2;1241;REV DEBIT CARD CASH ADVANCE            ;2776 PROVISIONAL CREDIT                        ;C;;6/12/2014;16.85;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1241;REV DEBIT CARD CASH ADVANCE            ;2776 PROVISIONAL CREDIT                        ;C;;6/12/2014;40.43;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1241;REV DEBIT CARD CASH ADVANCE            ;2776 PROVISIONAL CREDIT                        ;C;;6/12/2014;45.72;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1241;REV DEBIT CARD CASH ADVANCE            ;2776 PROVISIONAL CREDIT                        ;C;;6/12/2014;80.86;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1241;REV DEBIT CARD CASH ADVANCE            ;2776 PROVISIONAL CREDIT                        ;C;;6/12/2014;84.43;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 SUMMER KITCHEN CAFE LAVISTA      NE       ;D;Restaurants/Bars;6/2/2014;16;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 TESCO PFS 55442      BRISTOL      GB       ;D;Vacation;6/9/2014;80.86;7011;Lodging ﾖ Hotels; Motels; Resorts; Central Reservation Services (not elsewhere classified);Lodging ﾖ Hotels; Motels; Resorts; Central Reservation Services (not elsewhere classified);Lodging ﾖ Hotels; Motels; Resorts; Central Reservation Services (not elsewhere classified)
Checking ;2;1071;VISA DEBIT                             ;2776 TEXACO TAKEABREAK   WR440BZ 41057 GB       ;D;Auto/Gas;6/9/2014;84.43;5542;Automated Fuel Dispensers;Automated Fuel Dispensers;Automated Fuel Dispensers;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 U-HAULURBAN STORAGE OMAHA        NE       ;D;Vacation;5/6/2014;3.15;7011;Lodging ﾖ Hotels; Motels; Resorts; Central Reservation Services (not elsewhere classified);Lodging ﾖ Hotels; Motels; Resorts; Central Reservation Services (not elsewhere classified);Lodging ﾖ Hotels; Motels; Resorts; Central Reservation Services (not elsewhere classified)
Checking ;2;1071;VISA DEBIT                             ;2776 U-HAULURBAN STORAGE OMAHA        NE       ;D;Vacation;5/6/2014;31.95;7011;Lodging ﾖ Hotels; Motels; Resorts; Central Reservation Services (not elsewhere classified);Lodging ﾖ Hotels; Motels; Resorts; Central Reservation Services (not elsewhere classified);Lodging ﾖ Hotels; Motels; Resorts; Central Reservation Services (not elsewhere classified)
Checking ;2;1071;VISA DEBIT                             ;2776 WAL-MART #7157      OMAHA        NE       ;D;Retail;5/27/2014;18.78;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 WESTMORLAND GLOUCE  GLOUCESTER   GB       ;D;Vacation;6/9/2014;45.72;7011;Lodging ﾖ Hotels; Motels; Resorts; Central Reservation Services (not elsewhere classified);Lodging ﾖ Hotels; Motels; Resorts; Central Reservation Services (not elsewhere classified);Lodging ﾖ Hotels; Motels; Resorts; Central Reservation Services (not elsewhere classified)
Checking ;2;1071;VISA DEBIT                             ;2776 WM SUPERCENTER #7260044OMAHA        NE       ;D;Grocery;5/27/2014;18.17;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;2776 WM SUPERCENTER #7260044OMAHA        NE       ;D;Grocery;6/2/2014;100.76;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1085;LOCAL ATM WITHDRAWAL                   ;46445 100444410 WELCH PLAZA   OMAHA        NE       ;D;ATM / CASH;8/11/2014;20;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1085;LOCAL ATM WITHDRAWAL                   ;46445 100444410 WELCH PLAZA   OMAHA        NE       ;D;ATM / CASH;5/27/2014;20;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1085;LOCAL ATM WITHDRAWAL                   ;46445 100444410 WELCH PLAZA   OMAHA        NE       ;D;ATM / CASH;6/9/2014;60;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1085;LOCAL ATM WITHDRAWAL                   ;46445 14710 FIRST NAT'L PKOMAHA        NE       ;D;ATM / CASH;7/14/2014;20;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1085;LOCAL ATM WITHDRAWAL                   ;46445 14710 FIRST NAT'L PKOMAHA        NE       ;D;ATM / CASH;8/11/2014;40;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1085;LOCAL ATM WITHDRAWAL                   ;46445 15611 HARRISON ST DUOMAHA        NE       ;D;ATM / CASH;7/14/2014;60;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1085;LOCAL ATM WITHDRAWAL                   ;46445 2625 S 100445TH STREET OMAHA        NE       ;D;ATM / CASH;8/4/2014;40;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 AMY MCAULIFF SALON  OMAHA        NE       ;D;Healthcare;6/13/2014;46;5912;Drug Stores and Pharmacies;Drug Stores and Pharmacies;Drug Stores and Pharmacies;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 AMY MCAULIFF SALON  OMAHA        NE       ;D;Healthcare;8/14/2014;55;5912;Drug Stores and Pharmacies;Drug Stores and Pharmacies;Drug Stores and Pharmacies;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 ANDYS SHOE REPAIR   402-55441070  NE       ;D;Clothing/Retail;8/5/2014;16.05;5139;Commercial Footwear;Commercial Footwear;Commercial Footwear;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 ARBYS 5261          OMAHA        NE       ;D;Restaurants;5/5/2014;11.37;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 ARBYS 6742          OMAHA        NE       ;D;Restaurants;8/22/2014;8.66;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 BEAUTY BRANDS 147   OMAHA        NE       ;D;Healthcare;7/21/2014;27.8;5912;Drug Stores and Pharmacies;Drug Stores and Pharmacies;Drug Stores and Pharmacies;;;;;;;;;
Checking ;2;1029;VISA CREDIT                            ;46445 BED BATH & BEYOND #0044OMAHA        NE       ;C;Returned Purchase;5/12/2014;11.34;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1029;VISA CREDIT                            ;46445 BED BATH & BEYOND #0044OMAHA        NE       ;C;Returned Purchase;7/22/2014;25.67;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 BED BATH & BEYOND #0044OMAHA        NE       ;D;Healthcare;7/18/2014;59.9;5912;Drug Stores and Pharmacies;Drug Stores and Pharmacies;Drug Stores and Pharmacies;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 CHARMING CHARLIE 226OMAHA        NE       ;D;Clothing/Retail;5/28/2014;34.2;5631;Womenﾒs Accessory and Specialty Shops;Womenﾒs Accessory and Specialty Shops;Womenﾒs Accessory and Specialty Shops;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 CHICK-FIL-A #02100444  PAPILLION    NE       ;D;Restaurants;5/12/2014;27.84;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 CHICK-FIL-A #02100444  PAPILLION    NE       ;D;Restaurants;8/18/2014;34.14;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 CULVER'S OF OMAHA   OMAHA        NE       ;D;Restaurants;6/2/2014;9.86;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 CULVER'S OF OMAHA   OMAHA        NE       ;D;Restaurants;7/28/2014;12.37;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 DOC AND EDDIES BBQ  OMAHA        NE       ;D;Restaurants;7/22/2014;28.98;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 ENDODONTIC ASSOCIATEOMAHA        NE       ;D;Doctor/Healthcare;8/1/2014;50.58;8011;Doctors and Physicians-not elsewhere classified;Doctors and Physicians-not elsewhere classified;Doctors and Physicians-not elsewhere classified;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 FAZOLI'S #1004421      OMAHA        NE       ;D;Restaurants;5/9/2014;6.02;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 GARDEN RIDGE 0544    OMAHA        NE       ;D;Home Supply/Housing;7/28/2014;15.81;5200;Home Supply Warehouse Stores;Home Supply Warehouse Stores;Home Supply Warehouse Stores;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HALF PRICE BOOKS #01OMAHA        NE       ;D;Recreation;5/12/2014;13.31;5942;Book Stores;Book Stores;Book Stores;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HOBBY-LOBBY #0051   OMAHA        NE       ;D;Sporting Goods/Retail;5/27/2014;8.45;5970;Artistﾒs Supply and Craft Shops;Artistﾒs Supply and Craft Shops;Artistﾒs Supply and Craft Shops;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HOBBY-LOBBY #0051   OMAHA        NE       ;D;Sporting Goods/Retail;5/12/2014;25.68;5970;Artistﾒs Supply and Craft Shops;Artistﾒs Supply and Craft Shops;Artistﾒs Supply and Craft Shops;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HY VEE 1400441         OMAHA        NE       ;D;Grocery;8/18/2014;19.89;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HY VEE 1400442         OMAHA        NE       ;D;Grocery;5/30/2014;2.89;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HY VEE 1400442         OMAHA        NE       ;D;Grocery;5/27/2014;4.27;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HY VEE 1400442         OMAHA        NE       ;D;Grocery;5/19/2014;4.28;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HY VEE 1400442         OMAHA        NE       ;D;Grocery;7/14/2014;7.98;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HY VEE 1400442         OMAHA        NE       ;D;Grocery;8/26/2014;10.54;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HY VEE 1400442         OMAHA        NE       ;D;Grocery;8/18/2014;30.82;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HY VEE 1400442         OMAHA        NE       ;D;Grocery;8/12/2014;96.53;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HY VEE 1400442         OMAHA        NE       ;D;Grocery;6/2/2014;111.75;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HY VEE 1400442         OMAHA        NE       ;D;Grocery;5/27/2014;122.39;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HY VEE 1400442         OMAHA        NE       ;D;Grocery;7/21/2014;124.39;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HY VEE 1400442         OMAHA        NE       ;D;Grocery;7/14/2014;129.48;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HY VEE 1400442         OMAHA        NE       ;D;Grocery;5/12/2014;138.42;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HY VEE 1400442         OMAHA        NE       ;D;Grocery;9/2/2014;140.23;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HY VEE 1400442         OMAHA        NE       ;D;Grocery;8/25/2014;144.61;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;46445 HY VEE 1400442         OMAHA        NE       ;D;Grocery;5/5/2014;156.48;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
