Sub Prod Cd,Acct Nbr,Tran Cd,Trans Desc,Tran Detail Desc,Db Cr Cd,Category,Post Dt,Tran Amt,MCC,Merchant Type,SIC Code Group Type,Presentation
Checking ,1,1071,VISA DEBIT                             ,0145 JUSTICE #0645       OMAHA        NE       ,D,Clothing/Retail,7/28/2014,69.78,5691,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores
Checking ,1,1071,VISA DEBIT                             ,0145 S&E 66              GRETNA       NE       ,D,Auto/Gas,7/17/2014,69.01,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,0145 CLANCY'S PUB WEST   OMAHA        NE       ,D,Restaurants/Bars,7/28/2014,69,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 TARGET        000057OMAHA        NE       ,D,Grocery,8/1/2014,68.85,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,0145 KUM & GO #760       OMAHA        NE       ,D,Auto/Gas,7/14/2014,68.27,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,9/2/2014,68.23,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,"1415 PARKERS SMOKEHOUSE, ASHLAND      NE       ",D,Restaurants/Bars,6/2/2014,68.19,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,0145 HY VEE 1400442         OMAHA        NE       ,D,Grocery,7/7/2014,67.19,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 CHILI S E-20 S20744441ST LOUIS     MO       ,D,Restaurants/Bars,6/4/2014,66.89,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1201,RETURN ITEM FEE(S)                     ,                                               ,D,Fee,8/20/2014,66,,#N/A,#N/A,#N/A
Checking ,1,1201,RETURN ITEM FEE(S)                     ,                                               ,D,Fee,8/22/2014,66,,#N/A,#N/A,#N/A
Checking ,1,1201,RETURN ITEM FEE(S)                     ,                                               ,D,Fee,8/26/2014,66,,#N/A,#N/A,#N/A
Checking ,1,1203,OVERDRAFT ITEM FEE(S)                  ,                                               ,D,Fee,8/19/2014,66,,#N/A,#N/A,#N/A
Checking ,1,1203,OVERDRAFT ITEM FEE(S)                  ,                                               ,D,Fee,8/21/2014,66,,#N/A,#N/A,#N/A
Checking ,1,1203,OVERDRAFT ITEM FEE(S)                  ,                                               ,D,Fee,8/25/2014,66,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,1415 S&E 66              GRETNA       NE       ,D,Auto/Gas,5/27/2014,65.79,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,1415 TOWN & COUNTRY 0111 SAN ANGELO   TX       ,D,Auto/Gas,6/6/2014,65.68,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,4265 CILANTROS MEXICAN BAOMAHA        NE       ,D,Restaurants/Bars,5/9/2014,65.05,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 DRAGON'S LAIR COMICSOMAHA        NE       ,D,Recreation,6/10/2014,64.05,5942,Book Stores,Book Stores,Book Stores
Checking ,1,5785,CHECK IMAGE CHECK                      ,                                               ,D,,6/6/2014,64,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,1415 OLD NAVY STORE 7122 OMAHA        NE       ,D,Clothing/Retail,5/12/2014,64,5691,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores
Checking ,1,1071,VISA DEBIT                             ,1415 CHILI'S #2144        OMAHA        NE       ,D,Restaurants/Bars,6/10/2014,63.06,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1055,ACH WITHDRAWAL                         ,COX COMM OMA     BANK DRAFT 172106052110001    ,D,Utilities,5/19/2014,62.99,4899,Cable and other pay television (previously Cable Services),Cable and other pay television (previously Cable Services),Cable and other pay television (previously Cable Services)
Checking ,1,1055,ACH WITHDRAWAL                         ,COX COMM OMA     BANK DRAFT 172106052110001    ,D,Utilities,6/17/2014,62.99,4899,Cable and other pay television (previously Cable Services),Cable and other pay television (previously Cable Services),Cable and other pay television (previously Cable Services)
Checking ,1,1055,ACH WITHDRAWAL                         ,COX COMM OMA     BANK DRAFT 172106052110001    ,D,Utilities,7/17/2014,62.99,4899,Cable and other pay television (previously Cable Services),Cable and other pay television (previously Cable Services),Cable and other pay television (previously Cable Services)
Checking ,1,1055,ACH WITHDRAWAL                         ,COX COMM OMA     BANK DRAFT 172106052110001    ,D,Utilities,8/18/2014,62.99,4899,Cable and other pay television (previously Cable Services),Cable and other pay television (previously Cable Services),Cable and other pay television (previously Cable Services)
Checking ,1,1071,VISA DEBIT                             ,1415 WAL-MART #7260044      OMAHA        NE       ,D,Retail,6/30/2014,61.91,5310,Discount Stores,Discount Stores,Discount Stores
Checking ,1,1071,VISA DEBIT                             ,0145 TOPEKA CLUB LIQUOR  TOPEKA       KS       ,D,Restaurants/Bars,7/18/2014,61,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 ANTHONYS STEAKHOUSE OMAHA        NE       ,D,Restaurants/Bars,7/28/2014,60.5,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,0145 THE WATERFALL LOUNGEOMAHA        NE       ,D,Restaurants/Bars,7/15/2014,60.38,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,4265 THE OLIVE GARD0001544OMAHA        NE       ,D,Restaurants/Bars,5/30/2014,60.29,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,5839,FOREIGN ATM WITHDRAWAL                 ,1415 12756 BALLPARK WAY HPAPILLION    NE       ,D,ATM / CASH,7/31/2014,60,,#N/A,#N/A,#N/A
Checking ,1,5839,FOREIGN ATM WITHDRAWAL                 ,1415 1402 S. WASHINGTON SPAPILLION    NE       ,D,ATM / CASH,5/15/2014,60,,#N/A,#N/A,#N/A
Checking ,1,1085,LOCAL ATM WITHDRAWAL                   ,1415 401 SOUTH HWY. 6    GRETNA       NE       ,D,ATM / CASH,6/20/2014,60,,#N/A,#N/A,#N/A
Checking ,1,1085,LOCAL ATM WITHDRAWAL                   ,1415 4621 S 24TH STREET  OMAHA        NE       ,D,ATM / CASH,5/15/2014,60,,#N/A,#N/A,#N/A
Checking ,1,1085,LOCAL ATM WITHDRAWAL                   ,1415 54412 S 144TH        OMAHA        NE       ,D,ATM / CASH,6/25/2014,60,,#N/A,#N/A,#N/A
Checking ,1,5839,FOREIGN ATM WITHDRAWAL                 ,17440044 277RD & W. MAPLE R  OMAHA        NE       ,D,ATM / CASH,5/30/2014,60,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,4265 NEBRASKA HUMANE SOCIOMAHA        NE       ,D,Charity,5/19/2014,60,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,17440044 METROPOLITAN UTILITI402-5040044200044  NE       ,D,Utilities,8/25/2014,59.71,4900,"Electric, Gas, Sanitary and Water Utilities","Electric, Gas, Sanitary and Water Utilities","Electric, Gas, Sanitary and Water Utilities"
Checking ,1,1071,VISA DEBIT                             ,1415 BEV'S ON THE RIVER  SIOUX CITY   IA       ,D,Recreation,7/14/2014,59.07,7992,Golf Courses-public,Golf Courses-public,Golf Courses-public
Checking ,1,1071,VISA DEBIT                             ,0145 SCHEELS-OMAHA       OMAHA        NE       ,D,Sporting Goods/Retail,7/14/2014,58.83,5941,Sporting Goods Stores,Sporting Goods Stores,Sporting Goods Stores
Checking ,1,1071,VISA DEBIT                             ,0145 TIBURON GOLF CLUB - OMAHA        NE       ,D,Recreation,7/11/2014,58.83,7992,Golf Courses-public,Golf Courses-public,Golf Courses-public
Checking ,1,1071,VISA DEBIT                             ,1415 MR S'S              OAKDALE      NE       ,D,Restaurants/Bars,6/10/2014,58.69,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 WAL-MART #4600      GRETNA       NE       ,D,Retail,7/22/2014,58.42,5310,Discount Stores,Discount Stores,Discount Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 TARGET        000057OMAHA        NE       ,D,Clothing/Retail,5/12/2014,58.31,5691,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores
Checking ,1,1071,VISA DEBIT                             ,1415 TANNERS BAR & GRILL OMAHA        NE       ,D,Restaurants/Bars,6/16/2014,58.09,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 MENARDS 70644        OMAHA        NE       ,D,Home Supply/Housing,7/11/2014,57.5,5200,Home Supply Warehouse Stores,Home Supply Warehouse Stores,Home Supply Warehouse Stores
Checking ,1,1071,VISA DEBIT                             ,4265 CARTER'S # 410044      OMAHA        NE       ,D,Clothing/Retail,6/2/2014,56.69,5631,Women’s Accessory and Specialty Shops,Women’s Accessory and Specialty Shops,Women’s Accessory and Specialty Shops
Checking ,1,1055,ACH WITHDRAWAL                         ,BHENERGY         WEB_PAY    010544711057014     ,D,Utilities,6/19/2014,56.41,4900,"Electric, Gas, Sanitary and Water Utilities","Electric, Gas, Sanitary and Water Utilities","Electric, Gas, Sanitary and Water Utilities"
Checking ,1,1071,VISA DEBIT                             ,17440044 VICTORIA'S SECRET 07OMAHA        NE       ,D,Clothing/Retail,7/25/2014,54.57,5631,Women’s Accessory and Specialty Shops,Women’s Accessory and Specialty Shops,Women’s Accessory and Specialty Shops
Checking ,1,1071,VISA DEBIT                             ,1415 BUFFALO WILD WINGS 0OMAHA        NE       ,D,Restaurants/Bars,8/6/2014,54.52,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 HOOTERS OF TOPEKA   TOPEKA       KS       ,D,Restaurants/Bars,7/21/2014,53.91,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 VALVOLINE INSTANT OIOMAHA        NE       ,D,Auto/Travel,5/27/2014,53.49,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,4265 WM SUPERCENTER #7260044OMAHA        NE       ,D,Grocery,5/5/2014,52.68,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 TARGET        000100440044OMAHA        NE       ,D,Clothing/Retail,6/30/2014,52.67,5691,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores
Checking ,1,1071,VISA DEBIT                             ,0145 WM SUPERCENTER #1147LINCOLN      NE       ,D,Healthcare,7/7/2014,51.67,5912,Drug Stores and Pharmacies,Drug Stores and Pharmacies,Drug Stores and Pharmacies
Checking ,1,1071,VISA DEBIT                             ,17440044 KWIK SHOP #0600447     OMAHA        NE       ,D,Auto/Gas,6/23/2014,50.75,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,4265 A BS 66             OMAHA        NE       ,D,Auto/Gas,5/22/2014,50.1,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,2209,SERVICE CHARGE                         ,LINE OF CREDIT ANNUAL FEE                      ,D,Service Fee,8/6/2014,50,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,4265 FAREWAY STORES #047 OMAHA        NE       ,D,Grocery,6/13/2014,49.94,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 LOOT CRATE          727-1115757  CA       ,D,Restaurants/Bars,7/23/2014,49.6,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 KUM & GO #700440       GRETNA       NE       ,D,Auto/Gas,5/9/2014,49.37,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,4265 HY VEE 1400442         OMAHA        NE       ,D,Grocery,6/2/2014,49.03,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 SUPER SAVER #20     OMAHA        NE       ,D,Grocery,6/4/2014,48.86,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1029,VISA CREDIT                            ,1415 OLD NAVY STORE 7122 OMAHA        NE       ,C,Returned Purchase,5/12/2014,12.72,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,1415 KUM & GO #760       OMAHA        NE       ,D,Auto/Gas,6/17/2014,48.46,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,17440044 KUM & GO #7444       OMAHA        NE       ,D,Auto/Gas,7/21/2014,48.36,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,5764,INTERLINK/NETS POS                     ,0145 WAL-MART #14402      TOPEKA       KS       ,D,Retail,7/18/2014,48.19,5310,Discount Stores,Discount Stores,Discount Stores
Checking ,1,1071,VISA DEBIT                             ,4265 WM SUPERCENTER #7260044OMAHA        NE       ,D,Grocery,5/23/2014,48.03,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1029,VISA CREDIT                            ,1415 OREILLY AUTO  000070OMAHA        NE       ,C,Returned Purchase,5/12/2014,59.91,,#N/A,#N/A,#N/A
Checking ,1,5785,CHECK IMAGE CHECK                      ,                                               ,D,,6/18/2014,48,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,0145 KELLY EXPRESS       TOPEKA       KS       ,D,Auto/Gas,7/21/2014,47.75,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,1415 KUM & GO #700440       GRETNA       NE       ,D,Auto/Gas,5/30/2014,47.67,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1097,LOC MINIMUM PAYMENT                    ,                                               ,D,Fee,6/2/2014,47.36,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,4265 JERZES              PAPILLION    NE       ,D,Clothing/Retail,6/19/2014,47.05,5691,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores
Checking ,1,1071,VISA DEBIT                             ,1415 KUM & GO #700440       GRETNA       NE       ,D,Auto/Gas,5/23/2014,46.95,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1097,LOC MINIMUM PAYMENT                    ,                                               ,D,Fee,7/2/2014,46.47,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,1415 WM SUPERCENTER #7260044OMAHA        NE       ,D,Grocery,6/9/2014,46.08,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,0145 TARGET        000272OMAHA        NE       ,D,Grocery,7/7/2014,46.07,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,4265 BATH & BODY WORKS #2OMAHA        NE       ,D,Healthcare,5/30/2014,46.01,5912,Drug Stores and Pharmacies,Drug Stores and Pharmacies,Drug Stores and Pharmacies
Checking ,1,1071,VISA DEBIT                             ,17440044 DRAGON'S LAIR COMICSOMAHA        NE       ,D,Recreation,7/22/2014,45.58,5942,Book Stores,Book Stores,Book Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 KOHL'S #0775        OMAHA        NE       ,D,Clothing/Retail,5/12/2014,45.37,5691,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,5/12/2014,45.03,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 AMC OAK VIEW 24 #0044OMAHA        NE       ,D,Recreation,7/7/2014,45,7833,MOTION PICTURE THEATER (QUICK PAYMENT SERVICE),MOTION PICTURE THEATER (QUICK PAYMENT SERVICE),MOTION PICTURE THEATER (QUICK PAYMENT SERVICE)
Checking ,1,1071,VISA DEBIT                             ,1415 LOWES #01151*       OMAHA        NE       ,D,Home Supply/Housing,6/2/2014,44.85,5200,Home Supply Warehouse Stores,Home Supply Warehouse Stores,Home Supply Warehouse Stores
Checking ,1,1071,VISA DEBIT                             ,0145 DILLONS #0060044       TOPEKA       KS       ,D,Clothing/Retail,7/21/2014,44.59,5691,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores
Checking ,1,1097,LOC MINIMUM PAYMENT                    ,                                               ,D,Fee,7/29/2014,43.25,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,1415 WAL-MART #7260044      OMAHA        NE       ,D,Retail,7/11/2014,43.25,5310,Discount Stores,Discount Stores,Discount Stores
Checking ,1,1071,VISA DEBIT                             ,1415 HY VEE 1466         OMAHA        NE       ,D,Grocery,7/28/2014,43.08,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 KWIK SHOP #0600447     OMAHA        NE       ,D,Auto/Gas,6/16/2014,42.83,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,4265 CLAIRE'S #5004441      OMAHA        NE       ,D,Clothing/Retail,6/2/2014,41.46,5631,Women’s Accessory and Specialty Shops,Women’s Accessory and Specialty Shops,Women’s Accessory and Specialty Shops
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,6/30/2014,40.66,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,5764,INTERLINK/NETS POS                     ,17440044 KWIK SHOP           OMAHA        NE       ,D,Auto/Gas,6/9/2014,40.61,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,17440044 TEE FURY LLC        TEEFURY.COM  CA       ,D,Clothing/Retail,5/22/2014,40.1,5691,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores
Checking ,1,1071,VISA DEBIT                             ,0145 THE DOCK            TOPEKA       KS       ,D,Restaurants/Bars,7/21/2014,40.01,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1085,LOCAL ATM WITHDRAWAL                   ,1415 401 SOUTH HWY. 6    GRETNA       NE       ,D,ATM / CASH,7/21/2014,40,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,17440044 BUCKY'S EXPRESS #12 OMAHA        NE       ,D,Auto/Gas,8/18/2014,40,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,17440044 BUCKY'S EXPRESS #72 OMAHA        NE       ,D,Auto/Gas,9/3/2014,40,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,5839,FOREIGN ATM WITHDRAWAL                 ,4265 704 NORTH 100444TH ST  OMAHA        NE       ,D,ATM / CASH,5/5/2014,40,,#N/A,#N/A,#N/A
Checking ,1,5651,BILL PAYER DEBIT                       ,LAKESIDE A44004441144 BILLPAY                       ,D,Medical,5/7/2014,40,8071,Medical And Dental Laboratories,Medical And Dental Laboratories,Medical And Dental Laboratories
Checking ,1,5651,BILL PAYER DEBIT                       ,LAKESIDE A44004441144 BILLPAY                       ,D,Medical,6/9/2014,40,8071,Medical And Dental Laboratories,Medical And Dental Laboratories,Medical And Dental Laboratories
Checking ,1,5651,BILL PAYER DEBIT                       ,LAKESIDE A44004441144 BILLPAY                       ,D,Medical,7/7/2014,40,8071,Medical And Dental Laboratories,Medical And Dental Laboratories,Medical And Dental Laboratories
Checking ,1,5651,BILL PAYER DEBIT                       ,LAKESIDE A44004441144 BILLPAY                       ,D,Medical,8/7/2014,40,8071,Medical And Dental Laboratories,Medical And Dental Laboratories,Medical And Dental Laboratories
Checking ,1,1071,VISA DEBIT                             ,0145 STEAK-N-SHAKE       TOPEKA       KS       ,D,Restaurants/Bars,7/21/2014,39.83,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 QT 514        040051OMAHA        NE       ,D,Auto/Gas,7/7/2014,39.62,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,1415 NO FRILLS SPRMKTS 44 OMAHA        NE       ,D,Grocery,5/27/2014,39.21,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 KWIK SHOP #0600447     OMAHA        NE       ,D,Auto/Gas,5/29/2014,37.94,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,17440044 QT 514        040051OMAHA        NE       ,D,Auto/Gas,7/25/2014,37.78,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,17440044 KUM & GO #7444       OMAHA        NE       ,D,Auto/Gas,8/25/2014,37.44,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,1415 HOME & GARDEN TRUE VOMAHA        NE       ,D,Home Supply/Housing,7/31/2014,37.43,5200,Home Supply Warehouse Stores,Home Supply Warehouse Stores,Home Supply Warehouse Stores
Checking ,1,1071,VISA DEBIT                             ,1415 THE WATERFALL LOUNGEOMAHA        NE       ,D,Restaurants/Bars,7/28/2014,37.39,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1029,VISA CREDIT                            ,1415 TARGET        0002744OMAHA        NE       ,C,Returned Purchase,7/3/2014,9.62,,#N/A,#N/A,#N/A
Checking ,1,1055,ACH WITHDRAWAL                         ,BHENERGY         WEB_PAY    0112446444000442114     ,D,Utilities,8/19/2014,37.26,4900,"Electric, Gas, Sanitary and Water Utilities","Electric, Gas, Sanitary and Water Utilities","Electric, Gas, Sanitary and Water Utilities"
Checking ,1,1071,VISA DEBIT                             ,17440044 KUM & GO #7444       OMAHA        NE       ,D,Auto/Gas,6/3/2014,36.72,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,17440044 KUM & GO #7444       OMAHA        NE       ,D,Auto/Gas,5/22/2014,36.69,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,4265 HY VEE 1466         OMAHA        NE       ,D,Grocery,6/13/2014,36.25,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 CULVER'S OF OMAHA   OMAHA        NE       ,D,Restaurants,5/16/2014,35.37,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 TARGET        000057OMAHA        NE       ,D,Grocery,6/23/2014,35.28,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 UNL ATHLETIC TKT OFF402-4004427111  NE       ,D,Recreation,5/5/2014,35,5968,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant
Checking ,1,1071,VISA DEBIT                             ,0145 KONA GRILL OMAHA 100044OMAHA        NE       ,D,Restaurants/Bars,8/1/2014,34.93,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 DON & MILLIES       OMAHA        NE       ,D,Restaurants/Bars,5/7/2014,34.82,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,5/23/2014,34.6,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 TARGET        000057OMAHA        NE       ,D,Grocery,6/30/2014,34.6,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 LIFETOUCH SPORTS    152-4426-4000 MN       ,D,Kids Activities,5/15/2014,33.95,7032,Sporting and Recreational Camps,Sporting and Recreational Camps,Sporting and Recreational Camps
Checking ,1,1071,VISA DEBIT                             ,1415 MIRACLE HILL GOLF COOMAHA        NE       ,D,Recreation,6/2/2014,33.86,7992,Golf Courses-public,Golf Courses-public,Golf Courses-public
Checking ,1,1055,ACH WITHDRAWAL                         ,BHENERGY         WEB_PAY    01012557062004414     ,D,Utilities,7/17/2014,33.79,4900,"Electric, Gas, Sanitary and Water Utilities","Electric, Gas, Sanitary and Water Utilities","Electric, Gas, Sanitary and Water Utilities"
Checking ,1,1071,VISA DEBIT                             ,0145 WAL-MART #4600      GRETNA       NE       ,D,Retail,7/31/2014,33.67,5310,Discount Stores,Discount Stores,Discount Stores
Checking ,1,1071,VISA DEBIT                             ,4265 NO FRILLS SPRMKTS 44 OMAHA        NE       ,D,Grocery,6/9/2014,33.42,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 QT 5445        0400544OMAHA        NE       ,D,Auto/Gas,5/19/2014,33.21,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1201,RETURN ITEM FEE(S)                     ,                                               ,D,Fee,8/28/2014,33,,#N/A,#N/A,#N/A
Checking ,1,1203,OVERDRAFT ITEM FEE(S)                  ,                                               ,D,Fee,8/15/2014,33,,#N/A,#N/A,#N/A
Checking ,1,1203,OVERDRAFT ITEM FEE(S)                  ,                                               ,D,Fee,8/18/2014,33,,#N/A,#N/A,#N/A
